DateTime,Location,ItemID,Transaction EmployeeID,Employee Name,Item,Price
2018-02-10 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-02-06 06:00:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-27 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-01-13 06:00:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-04-29 06:00:00,Union Heights,1,110,Mrs. Fancy Pants,Burger,2.79
2018-02-14 06:00:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-04-21 06:00:00,Union Heights,1,110,Mrs. Fancy Pants,Burger,2.79
2018-01-20 06:00:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-04-30 06:00:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-23 06:00:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-03-09 06:00:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-02-26 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-29 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-04-01 06:00:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-11 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-02-15 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-03-29 06:00:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-04 06:00:00,Union Heights,3,101,Lebron James,Drink,0.99
2018-01-16 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-16 06:00:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-04-01 06:00:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-16 06:00:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-01-22 06:00:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-12 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-04-29 06:00:00,Union Heights,2,110,Mrs. Fancy Pants,Fry,0.99
2018-01-16 06:00:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-01-09 06:00:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-17 06:00:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-02-21 06:00:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-04-02 06:00:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-29 06:00:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-15 06:00:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-19 06:00:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-04-05 06:00:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-29 06:00:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-04-18 06:00:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-01-14 06:00:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-01-18 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-25 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-01-07 06:00:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-01-14 06:00:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-03-30 06:00:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-01-02 06:00:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-02-27 06:00:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-02-18 06:00:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-03-13 06:00:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-04-09 06:00:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-04-26 06:00:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-28 06:00:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-22 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-04-24 06:00:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-02-16 06:00:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-02-14 06:00:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-23 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-28 06:00:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-01-01 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-28 06:00:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-01-30 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-22 06:00:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-01-12 06:15:00,State Street,3,107,Jeralyn Peterson,Drink,0.99
2018-04-27 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-26 06:00:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-03-04 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-01-21 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-02-07 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-01-02 06:00:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-02-26 06:00:00,Union Heights,3,101,Lebron James,Drink,0.99
2018-03-26 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-04-06 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-04-27 06:00:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-01-01 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-04-11 06:00:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-19 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-04-22 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-15 06:00:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-03-01 06:00:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-04-29 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-15 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-04-27 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-02-12 06:15:00,Union Heights,3,101,Lebron James,Drink,0.99
2018-04-23 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-01-18 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-02-19 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-16 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-04-25 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-02-13 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-04-26 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-04-20 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-20 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-02-05 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-01-28 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-09 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-01-01 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-03-26 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-11 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-01-08 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-27 06:15:00,Union Heights,3,110,Mrs. Fancy Pants,Drink,0.99
2018-04-21 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-04-27 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-11 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-04-22 06:15:00,State Street,3,106,Sheera Grayskull,Drink,0.99
2018-04-28 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-02-19 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-04-29 06:15:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-02-20 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-03 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-03-01 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-02-10 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-04-08 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-02-20 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-02-16 06:15:00,State Street,3,107,Jeralyn Peterson,Drink,0.99
2018-03-14 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-02-02 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-13 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-17 06:15:00,State Street,3,107,Jeralyn Peterson,Drink,0.99
2018-03-28 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-02-25 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-01-14 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-30 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-03-04 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-30 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-06 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-02-27 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-04-27 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-11 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-04-12 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-01-21 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-02-13 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-01-11 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-09 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-05 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-04-25 06:15:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-01-02 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-31 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-03-21 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-19 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-02-28 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-03-04 06:15:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-19 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-02-06 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-05 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-01-27 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-01-04 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-28 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-04-01 06:15:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-12 06:15:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-01-22 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-01-31 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-01-29 06:15:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-04-10 06:15:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-02-19 06:30:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-03-11 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-06 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-04-22 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-02-28 06:30:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-02-08 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-08 06:30:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-03-22 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-04-13 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-01-13 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-04-17 06:30:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-04-01 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-01-28 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-05 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-09 06:30:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-02-01 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-25 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-03-01 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-05 06:15:00,Union Heights,3,102,Alec Pizza,Drink,0.99
2018-03-10 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-03-01 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-01-30 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-02-28 06:30:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-03-05 06:30:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-02-27 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-02-01 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-03-31 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-16 06:30:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-03-22 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-03-24 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-02-12 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-04-16 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-01-15 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-09 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-07 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-07 06:30:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-02-06 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-02-19 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-03-23 06:30:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-16 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-05 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-02-03 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-04-25 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-18 06:15:00,Union Heights,3,101,Lebron James,Drink,0.99
2018-01-23 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-01-19 06:30:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-01-06 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-02-14 06:30:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-03-22 06:15:00,Union Heights,3,101,Lebron James,Drink,0.99
2018-02-08 06:30:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-02 06:30:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-03-14 06:30:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-05 06:30:00,State Street,3,106,Sheera Grayskull,Drink,0.99
2018-03-29 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-01-13 06:30:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-04-08 06:15:00,Union Heights,1,110,Mrs. Fancy Pants,Burger,2.79
2018-03-02 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-12 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-02-16 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-03-10 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-21 06:30:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-04-23 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-31 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-24 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-12 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-01-30 06:30:00,State Street,3,106,Sheera Grayskull,Drink,0.99
2018-02-07 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-17 06:15:00,Union Heights,1,110,Mrs. Fancy Pants,Burger,2.79
2018-02-06 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-05 06:15:00,Union Heights,2,110,Mrs. Fancy Pants,Fry,0.99
2018-02-23 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-01-14 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-08 06:15:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-04-02 06:15:00,Union Heights,1,110,Mrs. Fancy Pants,Burger,2.79
2018-03-08 06:30:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-02-09 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-01 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-04-16 06:15:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-02-24 06:30:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-01-08 06:15:00,Union Heights,3,102,Alec Pizza,Drink,0.99
2018-01-12 06:30:00,State Street,3,107,Jeralyn Peterson,Drink,0.99
2018-01-13 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-02-09 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-02-23 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-25 06:15:00,Union Heights,1,110,Mrs. Fancy Pants,Burger,2.79
2018-04-01 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-29 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-03-07 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-20 06:30:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-04-23 06:15:00,Union Heights,3,102,Alec Pizza,Drink,0.99
2018-04-23 06:15:00,Union Heights,1,110,Mrs. Fancy Pants,Burger,2.79
2018-01-27 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-03-29 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-01-11 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-26 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-02-10 06:30:00,State Street,3,106,Sheera Grayskull,Drink,0.99
2018-04-29 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-01-20 06:30:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-01-04 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-08 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-02-07 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-02-24 06:30:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-01-19 06:30:00,State Street,3,107,Jeralyn Peterson,Drink,0.99
2018-04-16 06:15:00,Union Heights,2,110,Mrs. Fancy Pants,Fry,0.99
2018-04-29 06:15:00,Union Heights,2,110,Mrs. Fancy Pants,Fry,0.99
2018-02-14 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-04-30 06:15:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-04-28 06:15:00,Union Heights,2,110,Mrs. Fancy Pants,Fry,0.99
2018-04-19 06:30:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-15 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-02-28 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-18 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-03-17 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-01-27 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-04-08 06:15:00,Union Heights,2,110,Mrs. Fancy Pants,Fry,0.99
2018-02-13 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-04-05 06:15:00,Union Heights,4,110,Mrs. Fancy Pants,Shake,1.99
2018-02-07 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-02-21 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-03-21 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-22 06:45:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-03-29 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-14 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-02-26 06:15:00,Union Heights,3,101,Lebron James,Drink,0.99
2018-02-27 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-02-03 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-26 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-03-30 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-03-20 06:45:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-03-02 06:45:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-01-20 06:45:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-19 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-03-10 06:45:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-06 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-15 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-01-01 06:45:00,State Street,2,106,Sheera Grayskull,Fry,0.99
2018-02-17 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-02-15 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-01-04 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-26 06:15:00,Union Heights,2,101,Lebron James,Fry,0.99
2018-03-19 06:45:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-01-02 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-04-14 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-04-10 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-20 06:45:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-16 06:45:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-01-26 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-02-23 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-01-11 06:15:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-03-20 06:45:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-22 06:45:00,State Street,3,107,Jeralyn Peterson,Drink,0.99
2018-03-08 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-02-12 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-01-25 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-05 06:45:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-20 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-02-06 06:45:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-03-09 06:45:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-15 06:45:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-02-05 06:15:00,Union Heights,1,101,Lebron James,Burger,2.79
2018-03-13 06:45:00,State Street,4,107,Jeralyn Peterson,Shake,1.99
2018-02-26 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-03-02 06:45:00,State Street,1,106,Sheera Grayskull,Burger,2.79
2018-01-01 06:15:00,Union Heights,4,102,Alec Pizza,Shake,1.99
2018-04-24 06:15:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-20 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-01 06:45:00,State Street,2,107,Jeralyn Peterson,Fry,0.99
2018-03-11 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-03-19 06:15:00,Union Heights,4,101,Lebron James,Shake,1.99
2018-03-20 06:30:00,Union Heights,1,102,Alec Pizza,Burger,2.79
2018-02-10 06:45:00,State Street,1,107,Jeralyn Peterson,Burger,2.79
2018-03-14 06:30:00,Union Heights,2,102,Alec Pizza,Fry,0.99
2018-01-18 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-26 06:45:00,State Street,4,106,Sheera Grayskull,Shake,1.99
2018-01-16 06:30:00,Union Heights,2,101,Lebron James,Fry,0.99
